id,name,category,purchase_date,value,depreciation_rate,status,created_at
285,Drawer Unit #285,Furniture,2017-05-27,78162.66,5.0,Retired,2020-10-14T06:40:40
286,Postal Scale #286,Office Equipment,2019-01-29,18818.10,5.0,Disposed,2016-08-13T12:03:21
287,Box Truck #287,Vehicles,2016-02-16,74386.56,30.0,Retired,2024-08-22T00:54:54
288,Delivery Van #288,Vehicles,2020-07-15,6330.55,25.0,Retired,2025-10-09T11:07:48
289,Utility Cart #289,Vehicles,2025-07-19,8404.92,15.0,Retired,2020-12-19T10:18:36
290,Forklift #290,Vehicles,2017-07-16,34226.39,15.0,Retired,2017-02-16T16:16:42
291,Box Truck #291,Vehicles,2017-09-07,25921.68,25.0,Disposed,2022-10-06T09:17:17
292,Desk #292,Furniture,2025-10-12,59001.15,5.0,Active,2025-01-21T10:04:52
293,Tool Trolley #293,Tools,2021-05-04,54911.56,30.0,Retired,2016-10-07T16:27:53
294,Desk #294,Furniture,2024-02-15,71824.80,5.0,Active,2024-03-27T07:11:33
295,Conference Table #295,Furniture,2025-06-21,89.27,5.0,Active,2024-09-09T15:45:59
296,Visitor Chair #296,Furniture,2016-11-10,23862.16,15.0,Active,2022-04-04T05:04:50
297,Photocopier #297,Office Equipment,2017-07-14,24379.37,25.0,Retired,2023-04-24T17:49:59
298,UPS #298,IT Equipment,2024-02-06,51616.65,30.0,Retired,2020-03-11T11:52:47
299,Server #299,IT Equipment,2018-10-22,74151.45,15.0,Retired,2017-07-28T03:35:42
300,UPS #300,IT Equipment,2018-10-17,7435.87,30.0,Disposed,2016-05-07T04:05:48
301,UPS #301,IT Equipment,2020-04-26,69012.10,10.0,Active,2020-05-20T04:14:33
302,Office Chair #302,Furniture,2025-07-08,54946.36,15.0,Retired,2020-06-20T22:03:34
303,Whiteboard #303,Furniture,2021-05-30,7528.10,15.0,Retired,2016-03-03T06:42:22
304,Hammer #304,Tools,2019-03-24,37246.94,5.0,Active,2019-10-29T06:09:37
305,Visitor Chair #305,Furniture,2016-02-29,8406.71,5.0,Active,2021-11-01T02:35:53
306,Tool Trolley #306,Tools,2019-12-17,24748.08,10.0,Disposed,2017-02-20T00:08:54
307,Whiteboard #307,Furniture,2016-05-22,6210.74,5.0,Active,2018-10-17T16:16:37
308,Drawer Unit #308,Furniture,2024-12-08,65527.41,20.0,Active,2024-04-27T23:29:07
309,Reception Sofa #309,Furniture,2017-04-02,16822.86,25.0,Disposed,2017-05-20T22:49:54
310,Bookshelf #310,Furniture,2016-12-21,49572.69,25.0,Active,2021-05-02T10:30:46
311,Label Printer #311,Office Equipment,2017-07-15,46747.11,30.0,Disposed,2022-06-02T00:23:12
312,Scanner #312,Office Equipment,2016-05-22,34323.17,30.0,Active,2016-10-17T01:39:46
313,Conference Table #313,Furniture,2018-03-22,45789.27,15.0,Retired,2020-05-18T15:29:49
314,Impact Driver #314,Tools,2019-04-14,45477.87,5.0,Retired,2016-11-10T19:26:40
315,Electric Pallet Jack #315,Vehicles,2022-06-17,60255.17,15.0,Active,2024-01-15T19:49:48
316,Filing Cabinet #316,Furniture,2018-05-12,55379.35,30.0,Active,2024-03-05T06:09:51
317,Impact Driver #317,Tools,2017-04-27,2499.38,20.0,Disposed,2020-01-21T00:27:02
318,External HDD #318,IT Equipment,2019-03-16,26968.51,30.0,Disposed,2023-11-18T23:03:43
319,Reception Sofa #319,Furniture,2016-08-26,20541.66,10.0,Active,2016-02-17T15:28:23
320,Desk #320,Furniture,2023-01-09,13173.08,5.0,Active,2017-02-19T22:23:49
321,Delivery Van #321,Vehicles,2021-12-28,561.38,15.0,Disposed,2021-07-09T07:01:49
322,Time Clock #322,Office Equipment,2024-08-17,62093.30,10.0,Active,2017-04-24T08:27:10
323,Tool Trolley #323,Tools,2024-12-29,60308.98,10.0,Retired,2022-03-03T18:15:40
324,UPS #324,IT Equipment,2020-06-25,69187.38,25.0,Retired,2018-01-02T23:03:25
325,Hammer #325,Tools,2021-07-30,42801.68,30.0,Disposed,2018-12-27T01:14:27
326,Hammer #326,Tools,2019-11-03,58416.94,10.0,Active,2023-04-07T01:20:04
327,NAS Unit #327,IT Equipment,2022-09-26,23193.66,20.0,Active,2020-11-21T04:41:22
328,Angle Grinder #328,Tools,2019-04-05,32965.34,20.0,Disposed,2017-01-18T01:59:15
329,Postal Scale #329,Office Equipment,2022-06-15,72921.32,15.0,Retired,2016-05-15T21:49:40
330,Network Switch #330,IT Equipment,2018-02-27,52655.79,10.0,Active,2020-04-26T05:02:03
331,Wrench Set #331,Tools,2019-01-10,63373.67,20.0,Active,2018-09-07T09:51:13
332,Reception Sofa #332,Furniture,2018-02-23,11866.75,10.0,Disposed,2017-04-12T02:58:22
333,Desktop PC #333,IT Equipment,2019-12-15,39998.51,25.0,Retired,2017-09-12T00:26:50
334,Service Car #334,Vehicles,2023-09-10,72422.03,20.0,Disposed,2022-07-28T20:50:15
335,Router #335,IT Equipment,2018-05-28,15764.26,5.0,Active,2025-07-06T16:17:54
336,Pickup Truck #336,Vehicles,2025-05-13,53012.60,5.0,Active,2023-07-26T06:21:47
337,Wrench Set #337,Tools,2021-04-05,69827.49,15.0,Retired,2020-02-21T00:42:50
338,Company Motorcycle #338,Vehicles,2017-09-09,28174.26,15.0,Disposed,2016-10-23T13:34:37
339,Utility Cart #339,Vehicles,2023-02-26,40575.55,25.0,Disposed,2021-11-02T06:53:25
340,Impact Driver #340,Tools,2024-07-10,8177.93,10.0,Active,2022-12-06T18:42:31
341,UPS #341,IT Equipment,2015-12-12,26866.45,20.0,Active,2023-10-16T12:31:55
342,NAS Unit #342,IT Equipment,2020-11-08,14961.76,15.0,Disposed,2023-01-12T13:39:36
343,Printer #343,Office Equipment,2021-01-29,71600.29,30.0,Active,2024-07-07T16:16:55
344,Drawer Unit #344,Furniture,2018-03-02,628.02,10.0,Retired,2020-09-23T20:26:48
345,Bookshelf #345,Furniture,2024-12-01,39221.55,10.0,Disposed,2018-07-18T15:42:11
346,Forklift #346,Vehicles,2021-11-18,47751.90,20.0,Active,2021-05-22T01:10:18
347,Box Truck #347,Vehicles,2017-06-14,20002.82,10.0,Active,2024-03-15T23:56:01
348,Impact Driver #348,Tools,2016-10-28,79426.22,15.0,Retired,2022-04-01T02:52:24
349,Photocopier #349,Office Equipment,2021-06-24,195.36,10.0,Retired,2020-10-27T07:22:01
350,Forklift #350,Vehicles,2025-07-22,72004.42,30.0,Disposed,2023-09-12T23:37:51
351,Workshop Bench #351,Tools,2016-07-06,79362.22,25.0,Active,2025-01-20T18:11:23
352,Paper Shredder #352,Office Equipment,2022-01-03,44049.61,10.0,Active,2016-04-29T00:12:37
353,Bookshelf #353,Furniture,2016-03-21,63537.62,15.0,Retired,2025-06-06T15:14:00
354,Impact Driver #354,Tools,2020-09-10,15960.11,30.0,Active,2022-04-09T16:33:56
355,Tool Trolley #355,Tools,2017-04-04,3135.77,25.0,Disposed,2021-05-22T07:24:43
356,Conference Table #356,Furniture,2019-03-06,25626.56,15.0,Retired,2015-11-14T21:21:46
357,Reception Sofa #357,Furniture,2021-12-31,30787.27,5.0,Active,2021-11-29T04:53:12
358,Label Printer #358,Office Equipment,2025-01-28,14605.23,10.0,Active,2021-02-03T18:19:46
359,Pickup Truck #359,Vehicles,2025-09-06,77455.35,15.0,Active,2018-12-14T09:44:57
360,NAS Unit #360,IT Equipment,2019-05-19,55568.89,20.0,Active,2018-08-30T20:54:43
361,Time Clock #361,Office Equipment,2022-06-07,13807.75,10.0,Disposed,2025-04-30T04:40:01
362,Network Switch #362,IT Equipment,2016-12-26,27777.71,30.0,Active,2024-03-19T02:40:18
363,Drill #363,Tools,2022-06-16,78617.79,15.0,Active,2020-12-30T17:24:25
364,Photocopier #364,Office Equipment,2016-05-16,45563.30,5.0,Retired,2025-08-03T10:58:06
365,Wireless Access Point #365,IT Equipment,2023-07-11,51526.74,5.0,Active,2024-02-13T23:10:08
366,Pickup Truck #366,Vehicles,2019-03-29,42266.31,10.0,Retired,2025-05-12T10:35:40
367,Office Chair #367,Furniture,2022-01-03,51360.51,25.0,Retired,2023-12-31T03:02:12
368,Delivery Van #368,Vehicles,2019-02-27,71401.13,10.0,Disposed,2025-07-08T20:32:27
369,Reception Sofa #369,Furniture,2021-06-09,59561.66,20.0,Active,2016-10-30T07:28:05
370,Paper Shredder #370,Office Equipment,2022-12-18,7199.90,10.0,Retired,2015-12-14T14:02:49
371,Bookshelf #371,Furniture,2016-09-16,11458.17,20.0,Disposed,2024-11-11T15:26:22
372,Wrench Set #372,Tools,2024-01-03,397.24,15.0,Retired,2023-10-15T09:15:12
373,Multimeter #373,Tools,2017-12-01,942.29,25.0,Retired,2024-12-23T10:32:19
374,Workshop Bench #374,Tools,2024-08-14,16544.10,5.0,Active,2020-04-08T06:27:43
375,Telephone System #375,Office Equipment,2019-05-10,24815.20,25.0,Retired,2021-04-08T10:06:51
376,Utility Cart #376,Vehicles,2019-11-10,4642.38,20.0,Retired,2021-07-24T04:06:35
377,Drill #377,Tools,2017-08-31,75124.62,25.0,Disposed,2023-10-24T09:45:53
378,Forklift #378,Vehicles,2018-11-17,3827.06,20.0,Disposed,2017-09-08T03:38:49
379,Desk #379,Furniture,2018-09-03,40212.93,10.0,Retired,2025-01-17T00:49:37
380,Wrench Set #380,Tools,2019-12-21,40116.54,30.0,Disposed,2019-10-09T20:45:25
381,NAS Unit #381,IT Equipment,2020-05-31,71433.54,5.0,Disposed,2022-06-06T14:35:12
382,Delivery Van #382,Vehicles,2021-08-15,11799.99,25.0,Disposed,2021-06-09T14:03:59
383,Scanner #383,Office Equipment,2022-02-12,7113.74,25.0,Active,2016-07-14T06:26:22
384,Whiteboard #384,Furniture,2017-02-22,13632.17,15.0,Retired,2018-03-12T22:20:28
385,Utility Cart #385,Vehicles,2025-11-01,2132.25,10.0,Active,2023-01-02T03:23:56
386,Box Truck #386,Vehicles,2018-08-17,3038.51,30.0,Retired,2021-08-25T23:06:10
387,Visitor Chair #387,Furniture,2022-11-27,71161.43,5.0,Active,2020-10-31T19:59:05
388,Wrench Set #388,Tools,2015-11-03,39909.01,30.0,Active,2019-06-19T21:54:19
389,Delivery Van #389,Vehicles,2025-01-08,78540.32,15.0,Disposed,2024-11-21T06:12:51
390,Network Switch #390,IT Equipment,2022-11-12,52049.42,25.0,Active,2023-04-09T21:39:56
391,Router #391,IT Equipment,2024-09-02,15746.49,20.0,Active,2017-12-03T16:32:43
392,Printer #392,Office Equipment,2022-05-09,65434.51,15.0,Retired,2020-02-28T13:37:29
393,Scanner #393,Office Equipment,2018-08-28,57254.38,10.0,Active,2023-07-21T07:14:05
394,Label Printer #394,Office Equipment,2019-01-10,14151.79,15.0,Disposed,2019-11-25T14:00:11
395,Angle Grinder #395,Tools,2016-04-01,14566.69,5.0,Disposed,2024-05-18T05:43:10
396,Hammer #396,Tools,2020-05-20,44549.25,15.0,Retired,2024-11-14T03:35:27
397,Reception Sofa #397,Furniture,2022-02-02,62844.39,25.0,Active,2025-07-08T20:27:35
398,Utility Cart #398,Vehicles,2015-11-22,45221.45,10.0,Retired,2017-08-07T06:28:28
399,Soldering Station #399,Tools,2020-02-12,55996.43,15.0,Retired,2017-10-31T02:57:59
400,UPS #400,IT Equipment,2017-04-27,38512.68,10.0,Active,2019-10-25T13:35:55
401,Filing Cabinet #401,Furniture,2017-10-28,69277.86,25.0,Disposed,2018-07-04T16:04:48
402,Angle Grinder #402,Tools,2018-01-19,55627.46,15.0,Disposed,2018-09-24T06:19:05
403,Monitor #403,IT Equipment,2021-05-05,28166.42,5.0,Retired,2021-01-05T18:32:49
404,Paper Shredder #404,Office Equipment,2017-12-09,63688.81,5.0,Disposed,2020-06-28T08:13:34
405,Soldering Station #405,Tools,2025-05-03,37474.35,5.0,Retired,2017-11-24T09:04:24
406,Delivery Van #406,Vehicles,2015-11-19,75188.53,30.0,Disposed,2017-05-16T18:06:39
407,Paper Shredder #407,Office Equipment,2020-12-30,49692.51,5.0,Retired,2022-09-08T23:51:42
408,Router #408,IT Equipment,2019-07-04,70247.51,25.0,Retired,2024-03-19T12:41:53
409,Telephone System #409,Office Equipment,2020-12-19,4984.34,10.0,Active,2019-12-25T09:55:33
410,Angle Grinder #410,Tools,2019-07-12,75834.92,10.0,Retired,2019-08-11T06:37:50
411,Network Switch #411,IT Equipment,2024-11-01,62189.83,25.0,Active,2018-05-01T04:57:27
412,Wrench Set #412,Tools,2022-11-15,16052.63,10.0,Active,2025-09-15T01:34:18
413,Hammer #413,Tools,2025-07-04,33418.51,25.0,Active,2020-01-13T20:52:28
414,Soldering Station #414,Tools,2025-04-30,41910.50,15.0,Disposed,2017-04-04T10:51:02
415,Laptop #415,IT Equipment,2025-10-28,69367.11,30.0,Retired,2025-01-04T22:43:13
416,Multimeter #416,Tools,2018-05-30,19513.54,20.0,Retired,2022-05-17T16:37:08
417,Conference Table #417,Furniture,2022-12-07,18552.83,5.0,Disposed,2023-02-15T02:46:29
418,Angle Grinder #418,Tools,2015-11-17,45993.66,5.0,Disposed,2019-06-28T06:02:06
419,External HDD #419,IT Equipment,2024-03-12,40082.76,5.0,Retired,2017-03-12T12:01:53
420,Trailer #420,Vehicles,2016-04-11,50257.71,5.0,Disposed,2018-02-01T06:12:56
421,Impact Driver #421,Tools,2020-01-19,77418.40,30.0,Retired,2018-03-26T17:04:22
422,Server #422,IT Equipment,2017-04-11,21794.61,5.0,Disposed,2025-01-10T20:48:04
423,Conference Table #423,Furniture,2023-08-15,55354.44,15.0,Disposed,2024-09-28T06:47:16
424,Office Chair #424,Furniture,2021-07-27,2620.21,30.0,Active,2017-08-14T00:23:40
425,Conference Table #425,Furniture,2019-07-13,60437.44,20.0,Retired,2024-05-02T09:02:53
426,Telephone System #426,Office Equipment,2020-09-03,29309.14,5.0,Retired,2019-12-16T20:04:05
427,Scanner #427,Office Equipment,2018-09-14,74559.92,20.0,Disposed,2019-06-25T18:30:25
428,Bookshelf #428,Furniture,2023-10-18,43912.23,15.0,Retired,2021-01-21T17:01:11
429,Desk #429,Furniture,2023-12-25,74703.51,25.0,Active,2018-06-11T12:12:18
430,Network Switch #430,IT Equipment,2024-01-26,6976.34,30.0,Active,2020-12-03T21:43:39
431,Saw #431,Tools,2021-12-26,63276.93,25.0,Retired,2025-05-23T14:11:21
432,Workshop Bench #432,Tools,2021-02-21,35592.62,25.0,Retired,2020-02-28T09:30:45
433,Wireless Access Point #433,IT Equipment,2023-10-19,46303.78,5.0,Active,2020-01-30T07:48:33
434,Workshop Bench #434,Tools,2025-08-22,15016.54,5.0,Retired,2016-09-16T22:31:54
435,Router #435,IT Equipment,2017-09-15,59336.93,25.0,Retired,2023-05-11T07:25:05
436,Office Chair #436,Furniture,2019-11-29,30143.26,20.0,Active,2023-11-29T01:49:12
437,Photocopier #437,Office Equipment,2024-09-10,76044.26,20.0,Disposed,2016-04-03T13:36:17
438,Bookshelf #438,Furniture,2025-04-09,53554.45,10.0,Disposed,2022-10-07T10:22:12
439,Wrench Set #439,Tools,2020-07-21,11136.71,25.0,Retired,2018-02-05T14:44:02
440,Tool Trolley #440,Tools,2018-12-15,7436.34,30.0,Active,2020-10-19T19:42:49
441,Projector #441,Office Equipment,2019-10-11,76358.18,25.0,Disposed,2025-10-21T11:04:42
442,Printer #442,Office Equipment,2022-09-03,59022.80,15.0,Disposed,2022-07-26T03:39:43
443,Desktop PC #443,IT Equipment,2020-02-14,50577.90,5.0,Retired,2019-03-29T19:57:32
444,Card Reader #444,Office Equipment,2023-03-28,26440.92,5.0,Retired,2016-08-15T01:06:40
445,Electric Pallet Jack #445,Vehicles,2024-07-14,70591.93,15.0,Disposed,2016-04-30T23:30:11
446,Trailer #446,Vehicles,2016-12-02,65599.11,30.0,Retired,2020-06-24T02:41:13
447,Reception Sofa #447,Furniture,2022-02-13,27958.63,25.0,Disposed,2017-02-06T17:12:43
448,Soldering Station #448,Tools,2020-12-30,61866.93,25.0,Retired,2018-04-09T00:30:31
449,UPS #449,IT Equipment,2021-03-27,15897.24,30.0,Disposed,2020-01-23T21:27:00
450,Postal Scale #450,Office Equipment,2017-11-02,3648.63,25.0,Disposed,2020-10-30T11:18:44
451,Desktop PC #451,IT Equipment,2020-03-05,34684.04,20.0,Disposed,2017-10-07T03:04:54
452,Electric Pallet Jack #452,Vehicles,2022-10-29,17016.70,20.0,Active,2020-04-17T08:39:01
453,UPS #453,IT Equipment,2021-11-25,1502.88,10.0,Disposed,2016-10-29T22:46:10
454,Angle Grinder #454,Tools,2017-12-22,26984.34,25.0,Retired,2016-06-17T14:44:53
455,Bookshelf #455,Furniture,2017-10-18,10405.94,5.0,Retired,2023-02-22T21:40:19
456,Printer #456,Office Equipment,2019-04-18,8089.82,30.0,Active,2016-10-04T07:55:53
457,Wireless Access Point #457,IT Equipment,2025-08-07,47098.00,10.0,Retired,2018-08-06T10:49:34
458,Delivery Van #458,Vehicles,2024-02-04,17145.86,30.0,Active,2023-11-20T17:22:19
459,Workshop Bench #459,Tools,2022-10-22,6481.81,30.0,Retired,2021-10-07T03:30:53
460,Utility Cart #460,Vehicles,2019-08-25,56841.25,5.0,Retired,2019-05-27T10:33:32
461,Conference Table #461,Furniture,2021-01-22,7144.06,15.0,Active,2020-07-12T01:26:10
462,Router #462,IT Equipment,2018-12-26,24733.34,5.0,Retired,2018-01-13T21:47:43
463,Visitor Chair #463,Furniture,2020-05-05,43417.57,10.0,Disposed,2019-10-30T21:08:04
464,Desktop PC #464,IT Equipment,2022-01-26,63852.21,10.0,Retired,2019-01-28T06:14:27
465,Saw #465,Tools,2019-11-12,45535.80,30.0,Disposed,2025-07-20T16:06:24
466,Card Reader #466,Office Equipment,2022-02-25,45745.75,25.0,Retired,2018-05-29T14:43:46
467,Router #467,IT Equipment,2022-10-13,63751.53,5.0,Disposed,2020-08-17T11:34:28
468,Hammer #468,Tools,2022-03-25,49470.59,25.0,Disposed,2021-03-25T16:19:00
469,Pickup Truck #469,Vehicles,2019-12-13,30833.30,10.0,Disposed,2025-05-08T03:25:29
470,Utility Cart #470,Vehicles,2020-10-16,60448.53,30.0,Disposed,2025-07-03T23:05:54
471,Bookshelf #471,Furniture,2018-01-28,36014.65,5.0,Disposed,2018-11-23T18:49:27
472,Visitor Chair #472,Furniture,2017-01-19,29453.17,30.0,Active,2025-06-03T12:34:41
473,Router #473,IT Equipment,2016-03-20,63560.70,30.0,Active,2017-09-25T13:28:40
474,Soldering Station #474,Tools,2025-02-12,27390.34,30.0,Retired,2022-04-23T11:24:47
475,Network Switch #475,IT Equipment,2022-09-08,17895.84,25.0,Active,2017-10-22T16:54:52
476,Postal Scale #476,Office Equipment,2020-04-16,59779.87,10.0,Retired,2024-02-22T13:40:23
477,Monitor #477,IT Equipment,2017-11-04,38025.76,5.0,Retired,2017-09-28T04:58:30
478,Angle Grinder #478,Tools,2022-04-25,71062.20,25.0,Retired,2023-02-02T16:41:38
479,Visitor Chair #479,Furniture,2023-10-05,38071.17,25.0,Active,2024-02-16T08:19:22
480,Visitor Chair #480,Furniture,2022-08-23,58150.90,25.0,Active,2016-05-02T16:57:33
481,Wrench Set #481,Tools,2025-01-28,28688.30,5.0,Disposed,2018-02-01T12:22:28
482,Tool Trolley #482,Tools,2018-01-30,24691.82,30.0,Active,2016-03-31T05:57:27
483,Card Reader #483,Office Equipment,2017-03-10,39385.00,20.0,Retired,2022-04-20T00:07:53
484,Network Switch #484,IT Equipment,2019-05-07,27779.55,15.0,Retired,2017-02-12T08:45:06
485,Electric Pallet Jack #485,Vehicles,2021-09-14,50062.62,10.0,Retired,2019-10-05T04:04:29
486,Postal Scale #486,Office Equipment,2016-06-02,74668.32,5.0,Disposed,2020-08-26T06:58:27
487,Laptop #487,IT Equipment,2016-07-25,7072.84,25.0,Active,2018-01-18T15:06:10
488,Pickup Truck #488,Vehicles,2016-02-01,46388.91,15.0,Active,2018-12-12T07:28:25
489,Impact Driver #489,Tools,2022-05-09,20716.05,10.0,Active,2022-12-14T21:26:16
490,Conference Table #490,Furniture,2017-11-15,20726.23,5.0,Active,2020-01-04T20:58:06
491,Telephone System #491,Office Equipment,2017-03-22,28808.60,20.0,Active,2018-05-19T07:34:39
492,UPS #492,IT Equipment,2019-01-11,27802.48,15.0,Active,2016-03-09T13:23:03
493,Shuttle Bus #493,Vehicles,2021-07-29,36439.01,5.0,Disposed,2017-09-15T10:57:10
494,Trailer #494,Vehicles,2018-08-14,59916.95,30.0,Disposed,2019-07-26T18:09:55
495,External HDD #495,IT Equipment,2020-04-01,37150.96,5.0,Disposed,2022-05-04T23:05:22
496,External HDD #496,IT Equipment,2024-11-11,45674.83,20.0,Retired,2024-04-08T19:21:06
497,External HDD #497,IT Equipment,2020-10-07,41056.83,10.0,Disposed,2019-10-13T07:49:11
498,Angle Grinder #498,Tools,2023-11-27,76171.77,25.0,Active,2022-01-28T04:22:34
499,Drawer Unit #499,Furniture,2022-09-18,45055.94,20.0,Active,2022-12-25T02:40:15
500,Company Motorcycle #500,Vehicles,2023-08-11,42384.84,25.0,Retired,2017-03-12T17:15:39
501,Wrench Set #501,Tools,2023-07-24,54988.92,30.0,Disposed,2022-08-18T04:23:34
502,Hammer #502,Tools,2025-07-20,54144.82,30.0,Retired,2024-12-20T14:20:08
503,Pickup Truck #503,Vehicles,2018-06-02,15816.67,15.0,Active,2025-08-02T10:32:10
504,Workshop Bench #504,Tools,2025-02-20,59439.88,5.0,Retired,2017-09-05T02:36:25
505,UPS #505,IT Equipment,2024-03-12,15269.47,25.0,Disposed,2025-08-09T20:11:07
506,Trailer #506,Vehicles,2018-08-20,40492.85,5.0,Disposed,2018-07-26T23:51:28
507,Desktop PC #507,IT Equipment,2015-12-29,1929.46,10.0,Disposed,2018-09-25T06:16:41
508,Conference Table #508,Furniture,2022-03-08,68475.78,5.0,Retired,2016-11-14T03:26:50
509,Pickup Truck #509,Vehicles,2025-07-25,5399.17,15.0,Retired,2022-11-20T11:32:45
510,Label Printer #510,Office Equipment,2021-03-06,5102.37,10.0,Disposed,2019-05-19T15:55:18
511,Angle Grinder #511,Tools,2020-08-13,76482.05,25.0,Active,2016-06-28T21:07:16
512,Box Truck #512,Vehicles,2018-01-26,40344.10,25.0,Retired,2019-01-15T07:52:10
513,Laptop #513,IT Equipment,2016-06-11,3290.96,20.0,Retired,2018-02-08T00:40:09
514,Printer #514,Office Equipment,2018-02-12,55255.78,25.0,Active,2018-09-24T15:29:39
515,Server #515,IT Equipment,2020-08-13,6093.23,25.0,Active,2023-01-19T15:12:04
516,Multimeter #516,Tools,2021-09-06,44710.74,20.0,Retired,2022-04-18T13:04:49
517,UPS #517,IT Equipment,2025-07-29,57942.18,25.0,Disposed,2019-07-31T12:13:17
518,Hammer #518,Tools,2022-04-12,77907.94,30.0,Disposed,2022-03-04T09:26:44
519,External HDD #519,IT Equipment,2018-05-25,57276.84,10.0,Disposed,2022-02-10T11:00:37
520,Wireless Access Point #520,IT Equipment,2024-01-22,24000.74,20.0,Active,2024-03-09T04:43:50
521,Card Reader #521,Office Equipment,2023-01-26,19049.93,30.0,Retired,2018-07-23T15:33:31
522,Server #522,IT Equipment,2019-06-27,8630.47,5.0,Retired,2019-05-10T04:23:53
523,Telephone System #523,Office Equipment,2020-07-09,2379.60,30.0,Active,2024-04-18T04:09:04
524,Company Motorcycle #524,Vehicles,2025-09-21,74726.60,25.0,Retired,2015-11-28T08:19:39
525,Soldering Station #525,Tools,2020-10-17,4433.21,20.0,Active,2019-09-22T01:24:04
526,Label Printer #526,Office Equipment,2024-09-14,25146.87,5.0,Disposed,2023-09-01T02:11:39
527,Filing Cabinet #527,Furniture,2021-05-26,70054.87,30.0,Retired,2016-11-28T19:24:06
528,Office Chair #528,Furniture,2021-01-10,78929.81,25.0,Retired,2024-01-03T14:59:24
529,Hammer #529,Tools,2019-06-08,41389.72,25.0,Active,2015-12-15T16:54:06
530,Wireless Access Point #530,IT Equipment,2022-09-16,8942.44,20.0,Retired,2019-08-30T07:43:30
531,Service Car #531,Vehicles,2024-04-09,32482.83,25.0,Disposed,2019-01-08T20:31:26
532,Paper Shredder #532,Office Equipment,2025-05-22,58691.74,10.0,Disposed,2016-04-17T22:51:33
533,Drawer Unit #533,Furniture,2016-07-17,54257.88,15.0,Active,2023-06-26T11:41:50
534,Standing Desk #534,Furniture,2021-09-19,48003.38,30.0,Retired,2019-03-31T18:48:25
535,Drill #535,Tools,2021-11-21,66193.82,25.0,Active,2025-03-09T09:03:12
536,Drawer Unit #536,Furniture,2025-05-17,64607.24,30.0,Active,2020-08-29T11:48:19
537,Conference Table #537,Furniture,2023-01-09,48320.65,25.0,Active,2019-01-26T13:46:34
538,Photocopier #538,Office Equipment,2019-01-20,9531.96,25.0,Disposed,2019-05-25T23:31:13
539,Time Clock #539,Office Equipment,2020-09-17,44493.22,30.0,Disposed,2016-01-08T23:28:11
540,Box Truck #540,Vehicles,2018-09-23,3389.01,10.0,Retired,2020-04-08T17:05:05
541,External HDD #541,IT Equipment,2022-01-05,2229.66,10.0,Retired,2025-04-30T02:30:38
542,Drawer Unit #542,Furniture,2021-10-24,31503.98,5.0,Active,2025-04-16T09:59:15
543,Workshop Bench #543,Tools,2021-04-07,69443.20,15.0,Active,2018-11-29T07:12:24
544,Shuttle Bus #544,Vehicles,2024-06-20,44461.22,15.0,Disposed,2023-06-25T06:27:52
545,Reception Sofa #545,Furniture,2017-11-26,62227.11,5.0,Active,2022-08-09T00:46:26
546,Standing Desk #546,Furniture,2023-08-29,41314.44,25.0,Retired,2023-03-28T05:50:42
547,Shuttle Bus #547,Vehicles,2021-04-05,62210.80,20.0,Active,2022-08-16T13:34:47
548,Drawer Unit #548,Furniture,2023-07-09,35859.79,10.0,Active,2021-11-14T09:18:57
549,Wireless Access Point #549,IT Equipment,2019-05-08,4701.18,30.0,Active,2023-11-10T06:57:54
550,NAS Unit #550,IT Equipment,2024-11-06,49872.14,15.0,Disposed,2022-08-16T01:41:00
551,Standing Desk #551,Furniture,2022-02-28,28429.96,5.0,Active,2022-02-24T22:16:16
552,Monitor #552,IT Equipment,2017-08-11,8768.57,5.0,Retired,2022-04-09T13:38:41
553,Company Motorcycle #553,Vehicles,2016-10-09,1850.36,25.0,Active,2016-06-10T00:42:05
554,Standing Desk #554,Furniture,2020-09-21,16059.39,15.0,Disposed,2016-07-18T15:11:48
555,Network Switch #555,IT Equipment,2016-05-15,6669.80,15.0,Active,2022-09-03T15:43:46
556,Service Car #556,Vehicles,2025-04-28,61748.20,10.0,Retired,2019-10-24T18:39:20
557,Bookshelf #557,Furniture,2019-12-18,63696.14,20.0,Active,2023-04-12T21:34:53
558,Drawer Unit #558,Furniture,2021-11-16,6719.10,25.0,Retired,2016-07-31T16:02:45
559,Multimeter #559,Tools,2021-08-10,56921.58,10.0,Retired,2016-10-17T10:21:54
560,Server #560,IT Equipment,2021-09-23,56042.33,20.0,Active,2025-01-20T10:13:19
561,Projector #561,Office Equipment,2019-10-20,44926.03,25.0,Disposed,2023-08-20T04:36:41
562,Company Motorcycle #562,Vehicles,2017-06-10,23242.88,15.0,Disposed,2020-05-13T23:20:39
563,Forklift #563,Vehicles,2017-08-26,11456.91,5.0,Disposed,2018-12-19T01:49:26
564,Projector #564,Office Equipment,2020-03-13,35859.88,10.0,Disposed,2022-04-03T09:38:37
565,Service Car #565,Vehicles,2017-08-08,30821.77,10.0,Disposed,2018-08-04T12:58:59
566,Network Switch #566,IT Equipment,2017-11-08,32822.40,5.0,Active,2024-08-19T19:49:31
567,Scanner #567,Office Equipment,2020-10-31,63961.40,10.0,Retired,2017-10-23T09:39:34
568,Saw #568,Tools,2016-10-31,68980.50,30.0,Retired,2018-08-22T02:13:31
